group_id,group_name,category_id,category_name,product_id,product_name,product_brand,product_origin,product_pvp,product_amount,product_unit,product_price,product_description,product_picture
112,"Aceite, vinagre y sal",420,Aceite de oliva,4241,,Hacendado,España,4.80,5.0,l,24.00,"Aceite de oliva 0,4º Hacendado",https://prod-mercadona.imgix.net/images/f89ea17dfd5a9614604fe9b88281b3a8.jpg
112,"Aceite, vinagre y sal",420,Aceite de oliva,4240,,Hacendado,España,5.00,1.0,l,5.00,"Aceite de oliva 0,4º Hacendado",https://prod-mercadona.imgix.net/images/1a84cd7052b68873985104ac24b87043.jpg
112,"Aceite, vinagre y sal",420,Aceite de oliva,4717,,Hacendado,España,6.00,3.0,l,18.00,Aceite de oliva virgen extra Hacendado,https://prod-mercadona.imgix.net/images/f59ef64a2984bb74e7bfa40270605438.jpg
112,"Aceite, vinagre y sal",420,Aceite de oliva,4740,,Hacendado,Jaén,6.05,1.0,l,6.05,Aceite de oliva virgen extra Hacendado,https://prod-mercadona.imgix.net/images/e19dbbdcfbd3e756081491ab7b676ffd.jpg
112,"Aceite, vinagre y sal",420,Aceite de oliva,4706,,Hacendado,España,6.87,0.75,l,5.15,Aceite de oliva virgen extra Hacendado Gran Selección,https://prod-mercadona.imgix.net/images/ca971ebf519d62b535e1d0ad05ebd394.jpg
112,"Aceite, vinagre y sal",420,Aceite de oliva,4641,,Hacendado,España,4.80,5.0,l,24.00,Aceite de oliva 1º Hacendado,https://prod-mercadona.imgix.net/images/29e0d1eaf714c1b03666268d23bc9741.jpg
112,"Aceite, vinagre y sal",420,Aceite de oliva,4640,,Hacendado,España,5.00,1.0,l,5.00,Aceite de oliva 1º Hacendado,https://prod-mercadona.imgix.net/images/b57ae00beedb23ec86686fa3651fd448.jpg
112,"Aceite, vinagre y sal",420,Aceite de oliva,4711,,Hacendado,"Puente de Génave, Sierra de Segura. Jaén.",5.40,3.0,l,16.20,Aceite de oliva virgen Hacendado,https://prod-mercadona.imgix.net/images/e58a263f9514576e38a96724b3104f9b.jpg
112,"Aceite, vinagre y sal",420,Aceite de oliva,4749,,Hacendado,"Puente de Génave, Sierra de Segura. Jaén.",5.55,1.0,l,5.55,Aceite de oliva virgen Hacendado,https://prod-mercadona.imgix.net/images/7a14986c6a536dcd485b8bb8b8e24e33.jpg
112,"Aceite, vinagre y sal",420,Aceite de oliva,4718,,Hacendado,,12.00,0.2,l,2.40,Aceite de oliva virgen extra Hacendado,https://prod-mercadona.imgix.net/images/2dd497b89f607de5efde08d7b1585888.jpg
112,"Aceite, vinagre y sal",420,Aceite de oliva,4850,,Casa Juncal,,9.36,0.5,l,4.68,Aceite de oliva virgen extra Picual Casa Juncal,https://prod-mercadona.imgix.net/images/3269cf8fa758e44f8d3006807c23a16f.jpg
112,"Aceite, vinagre y sal",421,"Aceite de girasol, semillas y maíz",4047,,Hacendado,España,1.75,5.0,l,8.75,"Aceite de girasol refinado 0,2º Hacendado",https://prod-mercadona.imgix.net/images/72607a373385c1a98c1878f3d588a475.jpg
112,"Aceite, vinagre y sal",421,"Aceite de girasol, semillas y maíz",4046,,Hacendado,España,1.85,1.0,l,1.85,"Aceite de girasol refinado 0,2º Hacendado",https://prod-mercadona.imgix.net/images/fd8aa3a00f4c55f8e415f6fe635e4971.jpg
112,"Aceite, vinagre y sal",421,"Aceite de girasol, semillas y maíz",4193,,Hacendado,,9.78,0.45,l,4.40,Aceite de coco virgen Hacendado,https://prod-mercadona.imgix.net/images/4b73d0063a13ed91219d84e7dd70d22d.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4940,,Hacendado,España,0.65,1.0,l,0.65,Vinagre de vino blanco Hacendado,https://prod-mercadona.imgix.net/images/800b96661c0001f45cebc3ee12a4709a.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4954,,Hacendado,España,4.60,0.25,l,1.15,Vinagre balsámico de Módena Hacendado,https://prod-mercadona.imgix.net/images/6e6409e684f3c6c7834554ed3933b9a2.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4957,,Hacendado,España,0.80,1.0,l,0.80,Vinagre de manzana Hacendado,https://prod-mercadona.imgix.net/images/98d5a34a0d30798bbdc520993f63e542.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4903,,Hacendado,España,3.39,0.28,l,0.95,Limón exprimido Hacendado,https://prod-mercadona.imgix.net/images/802d61bae30f424fa8315698f9f245db.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4908,,Hacendado,España,6.60,0.25,kg,1.65,Crema de vinagre balsámico de Módena Hacendado,https://prod-mercadona.imgix.net/images/d23cb7535fe0a9e9e053713faff31b93.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,13609,,Hacendado,España,7.20,0.25,l,1.80,Vinagre de Jerez reserva Hacendado,https://prod-mercadona.imgix.net/images/bfa0c4aabf80adf4cd9a390df6aa7184.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,66905,,Abuela Carola,,3.00,0.75,l,2.25,Bebida aromatizada a base de vino para cocinar Abuela Carola,https://prod-mercadona.imgix.net/images/26999f3c12b8c4fccdc79f2ebabf3228.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,15843,,Hacendado,España,0.95,1.0,l,0.95,Vinagre de vino tinto Hacendado,https://prod-mercadona.imgix.net/images/fb5cf74e1fa94ca426ccb18936b31dc7.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4905,,Hacendado,España,7.50,0.3,kg,2.25,Reducción de vinagre Pedro Ximénez Hacendado,https://prod-mercadona.imgix.net/images/0f2f3566dedc310f8330782da97cff7b.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4962,,Merry,España,20.00,0.1,l,2.00,"Aceite de oliva, vinagre y sal Merry 5 monodosis 10 ml aceite de oliva virgen extra, 5 monodosis 10 ml vinagre de jerez  y 5 monodosis 1 gr sal",https://prod-mercadona.imgix.net/images/76415f87b3e97c28177c7d42b0beac62.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,4965,,Hacendado,España,10.80,0.25,kg,2.70,Crema de vinagre balsámico de manzana Hacendado,https://prod-mercadona.imgix.net/images/0746c9997630504c31cf7466af93e815.jpg
112,"Aceite, vinagre y sal",422,Vinagre y otros aderezos,7104,,Knorr,,15.25,0.16,l,3.05,Aliño viandox Knorr,https://prod-mercadona.imgix.net/images/7cd70d0a2282df53340c39dc2b15d80f.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19731,,Hacendado,ESPAÑA,0.30,1.0,kg,0.30,Sal fina Hacendado,https://prod-mercadona.imgix.net/images/5097b3d7450edab7c2d9586299f5f3b9.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19715,,Hacendado,ESPAÑA,2.00,0.25,kg,0.50,Sal fina de mesa Hacendado,https://prod-mercadona.imgix.net/images/d9e82bacee73e9b91d61db5663bbe81a.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19732,,Hacendado,ESPAÑA,0.30,1.0,kg,0.30,Sal yodada fina Hacendado,https://prod-mercadona.imgix.net/images/409a53c0327dff2c4b91e6b4c58efa42.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19733,,Hacendado,ESPAÑA,0.30,1.0,kg,0.30,Sal gruesa Hacendado,https://prod-mercadona.imgix.net/images/8b9798cc6f23201e8191711f58368727.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,29007,,Hacendado,España,1.50,1.0,kg,1.50,Bicarbonato sódico Hacendado,https://prod-mercadona.imgix.net/images/ed1ebfa8c76af67dc21a385de31fc778.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,29006,,Hacendado,España,3.67,0.3,kg,1.10,Bicarbonato sódico Hacendado,https://prod-mercadona.imgix.net/images/c7cd20b0038ee22bb7678fbebc26df3f.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19740,,Polasal,,15.60,0.125,kg,1.95,Sal marina en escamas Polasal,https://prod-mercadona.imgix.net/images/36bc3658a807997961ec5fda23dd948e.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19734,,Hacendado,ESPAÑA,0.48,2.0,kg,0.95,Sal gruesa para hornear Hacendado,https://prod-mercadona.imgix.net/images/957598a1bc404c3d394bb21e29f0e8f3.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,34130,,Hacendado,España,13.46,0.13,kg,1.75,Sal de ajo Hacendado,https://prod-mercadona.imgix.net/images/bd81680a3655bf89428f333254f34979.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,29016,,Hacendado,España,8.00,0.25,kg,2.00,Sal de frutas sabor limón Hacendado,https://prod-mercadona.imgix.net/images/5ba4d62436d14a7cc28378beb8629a46.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19713,,Hacendado,España,8.40,0.25,kg,2.10,Sal 60% menos de sodio Hacendado,https://prod-mercadona.imgix.net/images/94a6e7709ae88d33abaf61dc7bfaec2a.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19726,,Hacendado,España,4.40,0.75,kg,3.30,Preparado para salmón ahumado Hacendado,https://prod-mercadona.imgix.net/images/029c3c8e49b1d8f5bccae5a4c6283d47.jpg
112,"Aceite, vinagre y sal",424,Sal y bicarbonato,19701,,Hacendado,Pakistán,7.20,0.25,kg,1.80,Sal rosa del Himalaya Hacendado,https://prod-mercadona.imgix.net/images/991e60bbdb74fba917c9e25a05d2ab78.jpg
115,Especias,425,Hierbas,34180,,Hacendado,España,36.11,0.018,kg,0.65,Orégano Hacendado,https://prod-mercadona.imgix.net/images/fa759d1c372c34655489d608e5ab9244.jpg
115,Especias,425,Hierbas,22843,,Hacendado,España,53.57,0.014,kg,0.75,Perejil Hacendado,https://prod-mercadona.imgix.net/images/ec4e2fee35790ecb225b616f5e392860.jpg
115,Especias,425,Hierbas,19431,,Hacendado,España,66.67,0.012,kg,0.80,Hoja de laurel Hacendado,https://prod-mercadona.imgix.net/images/1edacb552ebd79faf18950060840a8d7.jpg
115,Especias,425,Hierbas,34131,,Hacendado,España,44.00,0.025,kg,1.10,Hierbas provenzales Hacendado,https://prod-mercadona.imgix.net/images/75ea233839587117b294f2d15027f57a.jpg
115,Especias,425,Hierbas,34128,,Hacendado,España,62.50,0.02,kg,1.25,Albahaca Hacendado,https://prod-mercadona.imgix.net/images/666740b544111126529a014431ba81f4.jpg
115,Especias,425,Hierbas,34175,,Hacendado,España,32.50,0.04,kg,1.30,Romero Hacendado,https://prod-mercadona.imgix.net/images/d5b59c36668ad99469b2c16a3d90fad7.jpg
115,Especias,425,Hierbas,34174,,Hacendado,España,37.50,0.028,kg,1.05,Tomillo Hacendado,https://prod-mercadona.imgix.net/images/c8ebbb352289907af8997bedda688427.jpg
115,Especias,425,Hierbas,34136,,Hacendado,España,84.09,0.022,kg,1.85,Eneldo hojas Hacendado,https://prod-mercadona.imgix.net/images/cf2d4cc8ab33d764b3426aa52774af85.jpg
115,Especias,425,Hierbas,34721,,Hacendado,España,154.17,0.012,kg,1.85,Cilantro Hacendado,https://prod-mercadona.imgix.net/images/27379a6a13ab30cfb594a4b326f1f66c.jpg
115,Especias,425,Hierbas,60873,,Hacendado,España,17.57,0.074,kg,1.30,Ajo y Perejil Hacendado,https://prod-mercadona.imgix.net/images/87354ac95bb1960b3cdab6dc5e632bb4.jpg
115,Especias,840,Colorante y pimentón,34182,,Hacendado,España,10.00,0.085,kg,0.85,Colorante alimentario Hacendado,https://prod-mercadona.imgix.net/images/5a8b67acd77034d5dc4c95cc38305680.jpg
115,Especias,840,Colorante y pimentón,34184,,Hacendado,España,16.07,0.056,kg,0.90,Pimentón dulce Hacendado,https://prod-mercadona.imgix.net/images/d01141fdec8c11a291e21f084d94f43c.jpg
115,Especias,840,Colorante y pimentón,34186,,Hacendado,España,18.67,0.075,kg,1.40,Pimentón dulce Hacendado,https://prod-mercadona.imgix.net/images/f36ba84f3f573b9dd2c12d3ba617df4c.jpg
115,Especias,840,Colorante y pimentón,34102,,Hacendado,Denominación de origen Pimentón de la Vera,20.67,0.075,kg,1.55,Pimentón dulce de la Vera Hacendado,https://prod-mercadona.imgix.net/images/a6d68b421b2643e1a408ef4d960ac575.jpg
115,Especias,840,Colorante y pimentón,34116,,Hacendado,España,4375.00,0.0004,kg,1.75,Azafrán molido Hacendado,https://prod-mercadona.imgix.net/images/d79e295f90865210d4a83792f316b66a.jpg
115,Especias,840,Colorante y pimentón,34115,,Hacendado,España,4594.59,0.000375,kg,1.70,Azafrán hebra Hacendado,https://prod-mercadona.imgix.net/images/6b28a5275722bf42ecd58cac70a7497f.jpg
115,Especias,840,Colorante y pimentón,34183,,Hacendado,España,22.50,0.06,kg,1.35,Pimentón picante Hacendado,https://prod-mercadona.imgix.net/images/2f865dc2dc829da4a0e2962fb922cd9c.jpg
115,Especias,841,Pimienta,34171,,Hacendado,España,14.29,0.07,kg,1.00,Pimienta negra molida Hacendado,https://prod-mercadona.imgix.net/images/905e76fd8f59b3931ae5e2c586c4a9f5.jpg
115,Especias,841,Pimienta,67693,,Hacendado,España,25.38,0.065,kg,1.65,Molinillo pimienta negra Hacendado,https://prod-mercadona.imgix.net/images/ff80991c845784c85981a779586661c9.jpg
115,Especias,841,Pimienta,34172,,Hacendado,España,20.71,0.07,kg,1.45,Pimienta negra en grano Hacendado,https://prod-mercadona.imgix.net/images/ade2f829444a465f07de05c97b526258.jpg
115,Especias,841,Pimienta,67694,,Hacendado,España,36.00,0.05,kg,1.80,Molinillo mix pimientas Hacendado,https://prod-mercadona.imgix.net/images/16d512e03ea3f4513a43a085403cba3f.jpg
115,Especias,841,Pimienta,34170,,Hacendado,España,30.71,0.07,kg,2.15,Pimienta blanca molida Hacendado,https://prod-mercadona.imgix.net/images/a8cedadb6026482169a838838a6943d3.jpg
115,Especias,431,Otras especias,34181,,Hacendado,España,9.65,0.085,kg,0.82,Ajo granulado Hacendado,https://prod-mercadona.imgix.net/images/8cda35ee219823ce915ac51a0c0468e0.jpg
115,Especias,431,Otras especias,34208,,Hacendado,,6.67,0.15,kg,1.00,Cebolla frita crujiente Hacendado,https://prod-mercadona.imgix.net/images/fb2e63195fc20b44ae5f3598c40a7565.jpg
115,Especias,431,Otras especias,34177,,Hacendado,Origen: Ceylan e Indonesia.,18.27,0.052,kg,0.95,Canela molida Hacendado,https://prod-mercadona.imgix.net/images/22948761cf10a9f149a06ec505fb8dcd.jpg
115,Especias,431,Otras especias,34176,,Hacendado,Origen: Ceylan,75.00,0.018,kg,1.35,Canela en rama Hacendado,https://prod-mercadona.imgix.net/images/70fde90857e0a442eccad1479826a52d.jpg
115,Especias,431,Otras especias,34120,,Hacendado,España,17.24,0.058,kg,1.00,Comino molido Hacendado,https://prod-mercadona.imgix.net/images/003c9821946990d15215928c180ec0b7.jpg
115,Especias,431,Otras especias,34121,,Hacendado,España,34.82,0.056,kg,1.95,Comino en grano Hacendado,https://prod-mercadona.imgix.net/images/945a39457b8b947b612650a22e7a2c71.jpg
115,Especias,431,Otras especias,34125,,Hacendado,España,20.18,0.057,kg,1.15,Curry Hacendado,https://prod-mercadona.imgix.net/images/41e788d61332bbabe67bcb18c9b74d9e.jpg
115,Especias,431,Otras especias,34173,,Hacendado,España,28.45,0.058,kg,1.65,Nuez moscada molida Hacendado,https://prod-mercadona.imgix.net/images/26a3c69f637bdb1722940dbaa79f6cf9.jpg
115,Especias,431,Otras especias,34717,,Hacendado,España,82.00,0.025,kg,2.05,Picada catalana Hacendado,https://prod-mercadona.imgix.net/images/19cd5498b4916d2f9e4898c530348b57.jpg
115,Especias,431,Otras especias,34138,,Hacendado,España,16.00,0.06,kg,0.96,Cebolla en polvo Hacendado,https://prod-mercadona.imgix.net/images/4e60df323518b37ef8fcc6be6103526e.jpg
115,Especias,431,Otras especias,34178,,Hacendado,España,46.30,0.027,kg,1.25,Cayena guindillas Hacendado,https://prod-mercadona.imgix.net/images/ca1ef5080300ea3323d59f0911f471db.jpg
115,Especias,431,Otras especias,37417,,Hacendado,España,28.00,0.055,kg,1.54,Cayena molida Hacendado,https://prod-mercadona.imgix.net/images/e0224e197ff6535f418d187efc499d56.jpg
115,Especias,431,Otras especias,34163,,Hacendado,España,20.83,0.06,kg,1.25,Cúrcuma Hacendado,https://prod-mercadona.imgix.net/images/bbb23780061cfd84ea7c8b8890715380.jpg
115,Especias,431,Otras especias,34149,,Hacendado,España,32.65,0.049,kg,1.60,Jengibre molido Hacendado,https://prod-mercadona.imgix.net/images/660b9d830317ff63daa0a5a5cfe4cdb2.jpg
115,Especias,431,Otras especias,34130,,Hacendado,España,13.46,0.13,kg,1.75,Sal de ajo Hacendado,https://prod-mercadona.imgix.net/images/bd81680a3655bf89428f333254f34979.jpg
115,Especias,431,Otras especias,34113,,Hacendado,España,54.00,0.025,kg,1.35,Ñoras Hacendado,https://prod-mercadona.imgix.net/images/4e524d80be3b75f95866a26e9f551356.jpg
115,Especias,431,Otras especias,34122,,Hacendado,España,41.67,0.042,kg,1.75,Clavo en grano Hacendado,https://prod-mercadona.imgix.net/images/4454375471a75b1e36fe451869e79460.jpg
115,Especias,431,Otras especias,34068,,Hacendado,España,2.50,2.0,ud,5.00,Vainilla en rama Hacendado,https://prod-mercadona.imgix.net/images/01dcebd112f3d4b18b05d1bb0af12981.jpg
115,Especias,431,Otras especias,34123,,Hacendado,España,38.00,0.05,kg,1.90,Anís en grano Hacendado,https://prod-mercadona.imgix.net/images/8a0d0e5176f9c1a26fcd7cb0e7c2af49.jpg
115,Especias,431,Otras especias,34790,,Hacendado,España,38.40,0.05,kg,1.92,Pimientos choriceros dulces del cristal Hacendado,https://prod-mercadona.imgix.net/images/786f1be27f7982aa7bb5713e16114122.jpg
115,Especias,431,Otras especias,60869,,Hacendado,Origen: Fuera de la UE.,40.57,0.07,kg,2.84,Piñones Hacendado,https://prod-mercadona.imgix.net/images/9c0850bc2d27b4cbc067afbaae2dbf2f.jpg
115,Especias,430,Sazonadores,23353,,Hacendado,España,50.00,0.017,kg,0.85,Sazonador para fajitas Hacendado sabor tex-mex,https://prod-mercadona.imgix.net/images/b1fce5f5cf683e62606320f3f63fb426.jpg
115,Especias,430,Sazonadores,37403,,Hacendado,España,26.67,0.06,kg,1.60,Sazonador al horno y microondas ajo y limón Hacendado con bolsa,https://prod-mercadona.imgix.net/images/44bdfc8e0a42a2dc64bacf3ed88a500a.jpg
115,Especias,430,Sazonadores,37402,,Hacendado,España,29.17,0.048,kg,1.40,Sazonador al horno y microondas pollo y costillas a las hierbas provenzales Hacendado con bolsa,https://prod-mercadona.imgix.net/images/6db424cb1bd83b72d6e2a07d55cc4c6c.jpg
115,Especias,430,Sazonadores,37414,,Hacendado,España,29.17,0.048,kg,1.40,Sazonador sabor barbacoa Hacendado incluye 2 bolsas y 2 sazonadores,https://prod-mercadona.imgix.net/images/d66841c280ef0fd955a89e1847cdfc1a.jpg
115,Especias,430,Sazonadores,34777,,Hacendado,España,24.34,0.076,kg,1.85,Preparado para paella con azafrán Hacendado,https://prod-mercadona.imgix.net/images/b211f277bc51f617c1de2c7c717bfa45.jpg
115,Especias,430,Sazonadores,34702,,Hacendado,España,70.00,0.02,kg,1.40,Sazonador para paella con azafrán Hacendado,https://prod-mercadona.imgix.net/images/4695ee7bfde845eee3447d625b57070e.jpg
115,Especias,430,Sazonadores,17147,,Hacendado,España,27.50,0.04,kg,1.10,Sazonador para burritos Hacendado,https://prod-mercadona.imgix.net/images/e3b68afcc598d5b7e99ec15eaeab9aed.jpg
115,Especias,430,Sazonadores,37408,,Hacendado,España,16.30,0.092,kg,1.50,Sazonador pollo y carne Hacendado,https://prod-mercadona.imgix.net/images/a12e9aa7b8ee256e71e22b736ab09525.jpg
115,Especias,430,Sazonadores,34134,,Hacendado,España,55.56,0.045,kg,2.50,Sazonador pasta Hacendado,https://prod-mercadona.imgix.net/images/6369ccef5e52514b25f82ea3a6562698.jpg
115,Especias,430,Sazonadores,37405,,Hacendado,España,27.37,0.095,kg,2.60,Sazonador ensalada Hacendado,https://prod-mercadona.imgix.net/images/f8f9c348b913a83edbf27931fc3dd4e1.jpg
115,Especias,430,Sazonadores,22798,,Hacendado,España,40.32,0.062,kg,2.50,Sazonador Ras el Hanout Hacendado,https://prod-mercadona.imgix.net/images/aee607fbc5d1715fc18d10de1404ac53.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,13406,,Hacendado,España,2.50,0.5,l,1.25,Mayonesa Hacendado,https://prod-mercadona.imgix.net/images/96cd4be5151db66433e34b5c8c684bc1.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,13408,,Hacendado,España,4.44,0.225,l,1.00,Mayonesa Hacendado,https://prod-mercadona.imgix.net/images/8611192fe31f3ad9f1dbe0849618299c.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,13407,,Hacendado,España,2.93,0.46,l,1.35,Mayonesa Hacendado,https://prod-mercadona.imgix.net/images/b55284b8757f9ebbc576d6d2af0eb7e5.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,17092,,Hellmann's,España,8.11,0.475,l,3.85,Mayonesa Hellmann's,https://prod-mercadona.imgix.net/images/4deec73aeb723a5c937308721864e880.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,17052,,Hellmann's,España,8.67,0.225,l,1.95,Mayonesa Hellmann's,https://prod-mercadona.imgix.net/images/e10ecdd48a7075d13e3c8db49e3d8045.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,67836,,Ligeresa,España,6.33,0.45,l,2.85,Salsa ligera Ligeresa,https://prod-mercadona.imgix.net/images/8dc14c0045f07fb046e5d3adcc2a24f5.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,17010,,Ligeresa,España,7.33,0.225,l,1.65,Salsa ligera Ligeresa,https://prod-mercadona.imgix.net/images/1d90c827be1185b9ab10302f0922d6e0.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,17039,,Ligeresa,España,5.23,0.43,l,2.25,Salsa ligera Ligeresa,https://prod-mercadona.imgix.net/images/0f5754435169a76f07594fe5a61b2bcf.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,17038,,Ybarra,,4.50,0.5,l,2.25,Mayonesa Ybarra,https://prod-mercadona.imgix.net/images/ecbf906af9e6f18ab8e50510fc737bf7.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,35361,,Kraft,,4.71,0.425,l,2.00,Salsa fina Kraft,https://prod-mercadona.imgix.net/images/3064b7aced04c548855e1abf8daaccdd.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,15793,,Hacendado,España,2.70,0.5,l,1.35,Salsa ligera Hacendado 60% menos de materia grasa,https://prod-mercadona.imgix.net/images/df1b71803ca9ce92f40aeb74c234a680.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,15794,,Hacendado,España,3.04,0.46,l,1.40,Salsa ligera Hacendado 60% menos de materia grasa,https://prod-mercadona.imgix.net/images/5e0c902d69b4c16ed124e230a9ad62fc.jpg
116,"Mayonesa, ketchup y mostaza",432,Mayonesa,35209,,Hellmann's,,13.00,0.15,l,1.95,Mayonesa en sobres individuales Hellmann's,https://prod-mercadona.imgix.net/images/0eeb3a827b50c7acdc1ce141a8c6de1f.jpg
116,"Mayonesa, ketchup y mostaza",433,Ketchup,23579,,Hacendado,Producto de España,2.17,0.6,kg,1.30,Ketchup Hacendado,https://prod-mercadona.imgix.net/images/560d3c1a007e5ab9c97cc0bb2b23b206.jpg
116,"Mayonesa, ketchup y mostaza",433,Ketchup,67586,,Hacendado,España,5.83,0.24,kg,1.40,Ketchup Hacendado en sobres individuales,https://prod-mercadona.imgix.net/images/fdd6165134ec5a050d930e02a92191eb.jpg
116,"Mayonesa, ketchup y mostaza",433,Ketchup,17438,,Heinz,,5.44,0.57,kg,3.10,Ketchup Heinz,https://prod-mercadona.imgix.net/images/56ed86b1a454626a143dbebe6b0d0341.jpg
116,"Mayonesa, ketchup y mostaza",433,Ketchup,35343,,Hacendado,España,2.67,0.6,kg,1.60,Ketchup zero azúcares añadidos Hacendado,https://prod-mercadona.imgix.net/images/1a41651da89c3c9e696cef0228ffe8cb.jpg
116,"Mayonesa, ketchup y mostaza",793,Mostaza,35207,,Hacendado,,4.67,0.3,kg,1.40,Mostaza dulce Hacendado,https://prod-mercadona.imgix.net/images/fa2481b1f0ef08eaa04ab93e13105956.jpg
116,"Mayonesa, ketchup y mostaza",793,Mostaza,17229,,Hacendado,Francia,7.50,0.2,kg,1.50,Mostaza a la antigua Hacendado,https://prod-mercadona.imgix.net/images/5f0836b8ae9dde88e3b78a16b6208370.jpg
116,"Mayonesa, ketchup y mostaza",793,Mostaza,17228,,Hacendado,Francia,5.75,0.2,kg,1.15,Mostaza de Dijon Hacendado,https://prod-mercadona.imgix.net/images/4334494341409213b190f94f81e8baa5.jpg
116,"Mayonesa, ketchup y mostaza",793,Mostaza,23410,,Hacendado,,3.22,0.388,kg,1.25,Mostaza clásica Hacendado,https://prod-mercadona.imgix.net/images/e4bbbbb04c389acce160c0341a9c2235.jpg
116,"Mayonesa, ketchup y mostaza",792,Allioli,17150,,Chovi,,7.50,0.18,l,1.35,Allioli Chovi,https://prod-mercadona.imgix.net/images/f1fdf61247f49e52a2b46c22a5dd63af.jpg
116,"Mayonesa, ketchup y mostaza",792,Allioli,17172,,Hacendado,,5.50,0.2,l,1.10,Allioli Hacendado,https://prod-mercadona.imgix.net/images/fe381cd6de0f3d80e966ebfb7b2ea387.jpg
116,"Mayonesa, ketchup y mostaza",792,Allioli,17173,,Hacendado,,9.38,0.16,l,1.50,Allioli en sobres individuales Hacendado,https://prod-mercadona.imgix.net/images/f4e1f5be94af55e4484fbc034a930391.jpg
117,Otras salsas,435,Tomate frito,17132,,Hacendado,Producto de España,1.13,1.2,kg,1.35,Tomate frito Hacendado,https://prod-mercadona.imgix.net/images/f2143ccd2223de0ecda2948a4cb1af72.jpg
117,Otras salsas,435,Tomate frito,17151,,Hacendado,España,1.75,0.63,kg,1.10,Tomate frito Hacendado,https://prod-mercadona.imgix.net/images/3192035041a11274145b3a12c81a1a3c.jpg
117,Otras salsas,435,Tomate frito,17108,,Hacendado,España,1.79,0.56,kg,1.00,Tomate frito Hacendado,https://prod-mercadona.imgix.net/images/80f47b9ceb89f9e0ec69b6df0fc11fed.jpg
117,Otras salsas,435,Tomate frito,17163,,Hacendado,Producto de España,3.66,0.56,kg,2.05,Tomate frito receta artesana Hacendado con aceite de oliva,https://prod-mercadona.imgix.net/images/d9b74d242c05f180baf1f2af25255867.jpg
117,Otras salsas,435,Tomate frito,17131,,Hacendado,Producto de España,5.00,0.3,kg,1.50,Tomate frito receta artesana Hacendado con aceite de oliva,https://prod-mercadona.imgix.net/images/15e3d145a7f29e9cc4eca9fa5939c97e.jpg
117,Otras salsas,435,Tomate frito,17153,,Hacendado,Producto de España,3.16,0.38,kg,1.20,Tomate frito estilo casero Hacendado con aceite de oliva,https://prod-mercadona.imgix.net/images/278bbd83575cf2609f17b54cedfc26e2.jpg
117,Otras salsas,435,Tomate frito,17128,,Hacendado,Producto de España,1.90,0.63,kg,1.20,Tomate frito Hacendado con aceite de oliva,https://prod-mercadona.imgix.net/images/81da9e857e41bdca920074a53a863427.jpg
117,Otras salsas,435,Tomate frito,17330,,Hacendado,Producto de España,2.14,0.56,kg,1.20,Tomate frito sin azúcares añadidos Hacendado,https://prod-mercadona.imgix.net/images/0680dffe67fb4eac8c3423ddd35f15a1.jpg
